Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,P>2.5,P<2.5,Avg>2.5,Avg<2.5
Norway,Eliteserien,2025,14/09/2025,18:00,Brann,Molde,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,15/09/2025,18:00,Brann,Rosenborg,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,16/09/2025,18:00,Brann,Viking,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,17/09/2025,18:00,Brann,Lillestrom,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,18/09/2025,18:00,Brann,Valerenga,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,19/09/2025,18:00,Brann,Sarpsborg 08,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,20/09/2025,18:00,Brann,Hamkam,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,21/09/2025,18:00,Brann,Kristiansund,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,22/09/2025,18:00,Brann,Sandefjord,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,23/09/2025,18:00,Brann,KFUM Oslo,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,24/09/2025,18:00,Viking,Bodo/Glimt,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,25/09/2025,18:00,Viking,Molde,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,26/09/2025,18:00,Viking,Rosenborg,4,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,27/09/2025,18:00,Viking,Brann,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,28/09/2025,18:00,Viking,Lillestrom,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,29/09/2025,18:00,Viking,Valerenga,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,30/09/2025,18:00,Viking,Sarpsborg 08,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,01/10/2025,18:00,Viking,Hamkam,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,02/10/2025,18:00,Viking,Kristiansund,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,03/10/2025,18:00,Viking,Sandefjord,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,04/10/2025,18:00,Viking,KFUM Oslo,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,05/10/2025,18:00,Lillestrom,Bodo/Glimt,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,06/10/2025,18:00,Lillestrom,Molde,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,07/10/2025,18:00,Lillestrom,Rosenborg,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,08/10/2025,18:00,Lillestrom,Brann,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,09/10/2025,18:00,Lillestrom,Viking,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,10/10/2025,18:00,Lillestrom,Valerenga,0,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,11/10/2025,18:00,Lillestrom,Sarpsborg 08,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,12/10/2025,18:00,Lillestrom,Hamkam,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,13/10/2025,18:00,Lillestrom,Kristiansund,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,14/10/2025,18:00,Lillestrom,Sandefjord,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,15/10/2025,18:00,Lillestrom,KFUM Oslo,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,16/10/2025,18:00,Valerenga,Bodo/Glimt,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,17/10/2025,18:00,Valerenga,Molde,0,5,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,18/10/2025,18:00,Valerenga,Rosenborg,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,19/10/2025,18:00,Valerenga,Brann,1,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,20/10/2025,18:00,Valerenga,Viking,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,21/10/2025,18:00,Valerenga,Lillestrom,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,22/10/2025,18:00,Valerenga,Sarpsborg 08,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,23/10/2025,18:00,Valerenga,Hamkam,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,24/10/2025,18:00,Valerenga,Kristiansund,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,25/10/2025,18:00,Valerenga,Sandefjord,2,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,26/10/2025,18:00,Valerenga,KFUM Oslo,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,27/10/2025,18:00,Sarpsborg 08,Bodo/Glimt,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,28/10/2025,18:00,Sarpsborg 08,Molde,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,29/10/2025,18:00,Sarpsborg 08,Rosenborg,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,30/10/2025,18:00,Sarpsborg 08,Brann,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,31/10/2025,18:00,Sarpsborg 08,Viking,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,01/11/2025,18:00,Sarpsborg 08,Lillestrom,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,02/11/2025,18:00,Sarpsborg 08,Valerenga,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,03/11/2025,18:00,Sarpsborg 08,Hamkam,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,04/11/2025,18:00,Sarpsborg 08,Kristiansund,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,05/11/2025,18:00,Sarpsborg 08,Sandefjord,5,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,06/11/2025,18:00,Sarpsborg 08,KFUM Oslo,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,07/11/2025,18:00,Hamkam,Bodo/Glimt,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,08/11/2025,18:00,Hamkam,Molde,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,09/11/2025,18:00,Hamkam,Rosenborg,5,6,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,10/11/2025,18:00,Hamkam,Brann,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,11/11/2025,18:00,Hamkam,Viking,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,12/11/2025,18:00,Hamkam,Lillestrom,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,13/11/2025,18:00,Hamkam,Valerenga,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,14/11/2025,18:00,Hamkam,Sarpsborg 08,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,15/11/2025,18:00,Hamkam,Kristiansund,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,16/11/2025,18:00,Hamkam,Sandefjord,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,17/11/2025,18:00,Hamkam,KFUM Oslo,3,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,18/11/2025,18:00,Kristiansund,Bodo/Glimt,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,19/11/2025,18:00,Kristiansund,Molde,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,20/11/2025,18:00,Kristiansund,Rosenborg,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,21/11/2025,18:00,Kristiansund,Brann,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,22/11/2025,18:00,Kristiansund,Viking,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,23/11/2025,18:00,Kristiansund,Lillestrom,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,24/11/2025,18:00,Kristiansund,Valerenga,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,25/11/2025,18:00,Kristiansund,Sarpsborg 08,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,26/11/2025,18:00,Kristiansund,Hamkam,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,27/11/2025,18:00,Kristiansund,Sandefjord,0,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,28/11/2025,18:00,Kristiansund,KFUM Oslo,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,29/11/2025,18:00,Sandefjord,Bodo/Glimt,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,30/11/2025,18:00,Sandefjord,Molde,4,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,01/12/2025,18:00,Sandefjord,Rosenborg,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,02/12/2025,18:00,Sandefjord,Brann,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,03/12/2025,18:00,Sandefjord,Viking,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,04/12/2025,18:00,Sandefjord,Lillestrom,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,05/12/2025,18:00,Sandefjord,Valerenga,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,06/12/2025,18:00,Sandefjord,Sarpsborg 08,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,07/12/2025,18:00,Sandefjord,Hamkam,4,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,08/12/2025,18:00,Sandefjord,Kristiansund,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,09/12/2025,18:00,Sandefjord,KFUM Oslo,2,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,10/12/2025,18:00,KFUM Oslo,Bodo/Glimt,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,11/12/2025,18:00,KFUM Oslo,Molde,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,12/12/2025,18:00,KFUM Oslo,Rosenborg,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,13/12/2025,18:00,KFUM Oslo,Brann,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,14/12/2025,18:00,KFUM Oslo,Viking,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,15/12/2025,18:00,KFUM Oslo,Lillestrom,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,16/12/2025,18:00,KFUM Oslo,Valerenga,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,17/12/2025,18:00,KFUM Oslo,Sarpsborg 08,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,18/12/2025,18:00,KFUM Oslo,Hamkam,3,3,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,19/12/2025,18:00,KFUM Oslo,Kristiansund,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,20/12/2025,18:00,KFUM Oslo,Sandefjord,0,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
